entry,at,order
"""Mika小姐的🐱3 @ noyRc_Pbad"" collected 808 from pot with Straight, 10 High (combination: 10♠, 9♥, 8♥, 7♠, 6♦)",2023-12-31T17:01:25.848Z,170404208584801
"""Mika小姐的🐱3 @ noyRc_Pbad"" shows a 8♥, 7♠.",2023-12-31T17:01:25.848Z,170404208584800
"""William Wu @ 2EZXiXlT-t"" folds",2023-12-31T17:01:24.931Z,170404208493100
"""HC @ 7ZMNVSIQV4"" folds",2023-12-31T17:01:23.839Z,170404208383900
"""潘大帅 @ mCcr85adzw"" calls 272",2023-12-31T17:01:16.124Z,170404207612400
"""Mika小姐的🐱3 @ noyRc_Pbad"" bets 272 and go all in",2023-12-31T17:01:14.213Z,170404207421300
"""William Wu @ 2EZXiXlT-t"" checks",2023-12-31T17:01:08.334Z,170404206833400
"""HC @ 7ZMNVSIQV4"" checks",2023-12-31T17:01:05.488Z,170404206548800
"River: 5♦, 9♥, 6♦, 3♥ [10♠]",2023-12-31T17:01:02.196Z,170404206219600
"""潘大帅 @ mCcr85adzw"" calls 400",2023-12-31T17:01:01.304Z,170404206130400
"""Mika小姐的🐱3 @ noyRc_Pbad"" calls 400",2023-12-31T17:00:59.545Z,170404205954500
"""William Wu @ 2EZXiXlT-t"" calls 400",2023-12-31T17:00:58.442Z,170404205844200
"""HC @ 7ZMNVSIQV4"" raises to 400",2023-12-31T17:00:45.501Z,170404204550100
"""潘大帅 @ mCcr85adzw"" calls 200",2023-12-31T17:00:39.908Z,170404203990800
"""Mika小姐的🐱3 @ noyRc_Pbad"" raises to 200",2023-12-31T17:00:38.375Z,170404203837500
"""William Wu @ 2EZXiXlT-t"" calls 100",2023-12-31T17:00:34.657Z,170404203465700
"""HC @ 7ZMNVSIQV4"" bets 100",2023-12-31T17:00:27.073Z,170404202707300
"Turn: 5♦, 9♥, 6♦ [3♥]",2023-12-31T17:00:20.170Z,170404202017000
"""William Wu @ 2EZXiXlT-t"" calls 180",2023-12-31T17:00:19.356Z,170404201935600
"""HC @ 7ZMNVSIQV4"" calls 180",2023-12-31T17:00:16.568Z,170404201656800
"""Stu @ 6jT0I2QxmT"" folds",2023-12-31T17:00:13.352Z,170404201335200
"""潘大帅 @ mCcr85adzw"" calls 180",2023-12-31T17:00:12.254Z,170404201225400
"""Mika小姐的🐱3 @ noyRc_Pbad"" raises to 180",2023-12-31T17:00:10.666Z,170404201066600
"""William Wu @ 2EZXiXlT-t"" raises to 120",2023-12-31T17:00:07.800Z,170404200780000
"""HC @ 7ZMNVSIQV4"" bets 60",2023-12-31T17:00:03.751Z,170404200375100
"Flop:  [5♦, 9♥, 6♦]",2023-12-31T16:59:57.910Z,170404199791000
"""潘大帅 @ mCcr85adzw"" calls 128",2023-12-31T16:59:57.081Z,170404199708100
"""Mika小姐的🐱3 @ noyRc_Pbad"" calls 128",2023-12-31T16:59:55.463Z,170404199546300
"""William Wu @ 2EZXiXlT-t"" calls 128",2023-12-31T16:59:50.954Z,170404199095400
"""HC @ 7ZMNVSIQV4"" calls 128",2023-12-31T16:59:46.954Z,170404198695400
"""Stu @ 6jT0I2QxmT"" calls 128",2023-12-31T16:59:45.880Z,170404198588000
"""Poi @ oZrEs0aO5K"" raises to 128 and go all in",2023-12-31T16:59:43.196Z,170404198319600
"""潘大帅 @ mCcr85adzw"" calls 100",2023-12-31T16:59:39.635Z,170404197963500
"""Mika小姐的🐱3 @ noyRc_Pbad"" calls 100",2023-12-31T16:59:37.559Z,170404197755900
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T16:59:32.883Z,170404197288300
"""AnonyPan @ EyF8Dy3tOI"" folds",2023-12-31T16:59:31.148Z,170404197114800
"""William Wu @ 2EZXiXlT-t"" raises to 100",2023-12-31T16:59:28.702Z,170404196870200
"""HC @ 7ZMNVSIQV4"" calls 20",2023-12-31T16:59:19.311Z,170404195931100
"""Stu @ 6jT0I2QxmT"" calls 20",2023-12-31T16:59:15.166Z,170404195516600
"""Poi @ oZrEs0aO5K"" calls 20",2023-12-31T16:59:14.102Z,170404195410200
"""潘大帅 @ mCcr85adzw"" calls 20",2023-12-31T16:59:12.937Z,170404195293700
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T16:59:01.546Z,170404194154600
"""Mika小姐的🐱3 @ noyRc_Pbad"" calls 20",2023-12-31T16:59:00.482Z,170404194048200
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T16:58:59.433Z,170404193943300
"""AnonyPan @ EyF8Dy3tOI"" calls 20",2023-12-31T16:58:58.072Z,170404193807200
"""William Wu @ 2EZXiXlT-t"" posts a big blind of 20",2023-12-31T16:58:54.597Z,170404193459712
"""HC @ 7ZMNVSIQV4"" posts a small blind of 10",2023-12-31T16:58:54.597Z,170404193459711
"Your hand is 8♠, 3♦",2023-12-31T16:58:54.597Z,170404193459709
"Player stacks: #1 ""Poi @ oZrEs0aO5K"" (128) | #2 ""Stu @ 6jT0I2QxmT"" (2040) | #3 ""HC @ 7ZMNVSIQV4"" (1406) | #4 ""William Wu @ 2EZXiXlT-t"" (3264) | #5 ""AnonyPan @ EyF8Dy3tOI"" (980) | #6 ""遗物无疑 @ KBIwhPQuUg"" (968) | #8 ""Mika小姐的🐱3 @ noyRc_Pbad"" (980) | #9 ""AnonyZZZ @ BU96Oldlbq"" (1046) | #10 ""潘大帅 @ mCcr85adzw"" (4188)",2023-12-31T16:58:54.597Z,170404193459701
"-- starting hand #18 (id: op0nhlam3wfa)  (No Limit Texas Hold'em) (dealer: ""Stu @ 6jT0I2QxmT"") --",2023-12-31T16:58:54.597Z,170404193459700
"""William Wu @ 2EZXiXlT-t"" shows a 10♥, 5♥.",2023-12-31T16:58:52.627Z,170404193262700
"""潘大帅 @ mCcr85adzw"" shows a K♠, 8♠.",2023-12-31T16:58:50.894Z,170404193089400
"""AnonyZZZ @ BU96Oldlbq"" shows a Q♥, 9♠.",2023-12-31T16:58:50.108Z,170404193010800
"""AnonyPan @ EyF8Dy3tOI"" shows a 8♥, K♦.",2023-12-31T16:58:49.300Z,170404192930000
"""Mika小姐的🐱3 @ noyRc_Pbad"" shows a 6♣, 9♦.",2023-12-31T16:58:47.982Z,170404192798200
"""遗物无疑 @ KBIwhPQuUg"" shows a A♦, 5♣.",2023-12-31T16:58:47.639Z,170404192763900
"-- ending hand #17 --",2023-12-31T16:58:45.586Z,170404192558605
"""HC @ 7ZMNVSIQV4"" collected 108 from pot with Pair, 4's (combination: 4♣, 4♦, Q♦, 10♠, 7♦)",2023-12-31T16:58:45.586Z,170404192558604
"""HC @ 7ZMNVSIQV4"" shows a 4♣, 10♠.",2023-12-31T16:58:45.586Z,170404192558603
"""Stu @ 6jT0I2QxmT"" shows a A♠, 3♥.",2023-12-31T16:58:45.586Z,170404192558602
"""Poi @ oZrEs0aO5K"" collected 128 from pot with Flush, Qd High (combination: Q♦, 7♦, 4♦, 3♦, 2♦)",2023-12-31T16:58:45.586Z,170404192558601
"""Poi @ oZrEs0aO5K"" shows a 3♦, 2♠.",2023-12-31T16:58:45.586Z,170404192558600
"""HC @ 7ZMNVSIQV4"" checks",2023-12-31T16:58:44.748Z,170404192474800
"""Stu @ 6jT0I2QxmT"" checks",2023-12-31T16:58:41.687Z,170404192168700
"River: Q♦, 3♣, 4♦, 2♦ [7♦]",2023-12-31T16:58:35.775Z,170404191577500
"""Stu @ 6jT0I2QxmT"" calls 20",2023-12-31T16:58:34.858Z,170404191485800
"""HC @ 7ZMNVSIQV4"" bets 20",2023-12-31T16:58:32.149Z,170404191214900
"""Stu @ 6jT0I2QxmT"" checks",2023-12-31T16:58:29.981Z,170404190998100
"Turn: Q♦, 3♣, 4♦ [2♦]",2023-12-31T16:58:24.249Z,170404190424900
"""Stu @ 6jT0I2QxmT"" calls 20",2023-12-31T16:58:23.423Z,170404190342300
"""潘大帅 @ mCcr85adzw"" folds",2023-12-31T16:58:22.324Z,170404190232400
"""Mika小姐的🐱3 @ noyRc_Pbad"" folds",2023-12-31T16:58:18.691Z,170404189869100
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T16:58:17.616Z,170404189761600
"""AnonyPan @ EyF8Dy3tOI"" folds",2023-12-31T16:58:15.534Z,170404189553400
"""William Wu @ 2EZXiXlT-t"" folds",2023-12-31T16:58:14.396Z,170404189439600
"""HC @ 7ZMNVSIQV4"" bets 20",2023-12-31T16:58:11.802Z,170404189180200
"""Stu @ 6jT0I2QxmT"" checks",2023-12-31T16:58:08.274Z,170404188827400
"Flop:  [Q♦, 3♣, 4♦]",2023-12-31T16:58:01.343Z,170404188134300
"""HC @ 7ZMNVSIQV4"" checks",2023-12-31T16:58:00.446Z,170404188044600
"""Stu @ 6jT0I2QxmT"" calls 20",2023-12-31T16:57:56.560Z,170404187656000
"""Poi @ oZrEs0aO5K"" calls 16 and go all in",2023-12-31T16:57:55.487Z,170404187548700
"""潘大帅 @ mCcr85adzw"" calls 20",2023-12-31T16:57:54.362Z,170404187436200
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T16:57:52.342Z,170404187234200
"""Mika小姐的🐱3 @ noyRc_Pbad"" calls 20",2023-12-31T16:57:51.214Z,170404187121400
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T16:57:50.148Z,170404187014800
"""AnonyPan @ EyF8Dy3tOI"" calls 20",2023-12-31T16:57:22.940Z,170404184294000
"""William Wu @ 2EZXiXlT-t"" calls 20",2023-12-31T16:57:20.217Z,170404184021700
"""HC @ 7ZMNVSIQV4"" posts a big blind of 20",2023-12-31T16:57:07.310Z,170404182731014
"""Stu @ 6jT0I2QxmT"" posts a small blind of 10",2023-12-31T16:57:07.310Z,170404182731013
"Your hand is Q♥, 9♠",2023-12-31T16:57:07.310Z,170404182731011
"Player stacks: #1 ""Poi @ oZrEs0aO5K"" (16) | #2 ""Stu @ 6jT0I2QxmT"" (2100) | #3 ""HC @ 7ZMNVSIQV4"" (1358) | #4 ""William Wu @ 2EZXiXlT-t"" (3284) | #5 ""AnonyPan @ EyF8Dy3tOI"" (1000) | #6 ""遗物无疑 @ KBIwhPQuUg"" (988) | #8 ""Mika小姐的🐱3 @ noyRc_Pbad"" (1000) | #9 ""AnonyZZZ @ BU96Oldlbq"" (1046) | #10 ""潘大帅 @ mCcr85adzw"" (4208)",2023-12-31T16:57:07.310Z,170404182731003
"-- starting hand #17 (id: x2jisrdbg74t)  (No Limit Texas Hold'em) (dealer: ""Poi @ oZrEs0aO5K"") --",2023-12-31T16:57:07.310Z,170404182731002
"The player ""Mika小姐的🐱3 @ noyRc_Pbad"" joined the game with a stack of 1000.",2023-12-31T16:57:07.310Z,170404182731001
"The player ""AnonyPan @ EyF8Dy3tOI"" joined the game with a stack of 1000.",2023-12-31T16:57:07.310Z,170404182731000
"-- ending hand #16 --",2023-12-31T16:57:01.306Z,170404182130603
"""Poi @ oZrEs0aO5K"" shows a 3♣, 10♠.",2023-12-31T16:57:01.306Z,170404182130602
"""Stu @ 6jT0I2QxmT"" collected 2100 from pot with Two Pair, J's & 9's (combination: J♦, J♣, 9♠, 9♥, 7♣)",2023-12-31T16:57:01.306Z,170404182130601
"""Stu @ 6jT0I2QxmT"" shows a 5♦, 9♠.",2023-12-31T16:57:01.306Z,170404182130600
"""Poi @ oZrEs0aO5K"" calls 860",2023-12-31T16:57:00.433Z,170404182043300
"""Stu @ 6jT0I2QxmT"" raises to 860 and go all in",2023-12-31T16:56:58.378Z,170404181837800
"""Poi @ oZrEs0aO5K"" bets 20",2023-12-31T16:56:55.573Z,170404181557300
"River: J♦, 7♣, J♣, 9♥ [5♠]",2023-12-31T16:56:45.575Z,170404180557500
"""Poi @ oZrEs0aO5K"" calls 100",2023-12-31T16:56:44.760Z,170404180476000
"""潘大帅 @ mCcr85adzw"" folds",2023-12-31T16:56:38.619Z,170404179861900
"""Stu @ 6jT0I2QxmT"" bets 100",2023-12-31T16:56:22.173Z,170404178217300
"""Poi @ oZrEs0aO5K"" checks",2023-12-31T16:56:17.783Z,170404177778300
"Turn: J♦, 7♣, J♣ [9♥]",2023-12-31T16:56:13.788Z,170404177378800
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T16:56:12.969Z,170404177296900
"""William Wu @ 2EZXiXlT-t"" folds",2023-12-31T16:56:10.011Z,170404177001100
"""HC @ 7ZMNVSIQV4"" folds",2023-12-31T16:56:08.895Z,170404176889500
"""Stu @ 6jT0I2QxmT"" calls 20",2023-12-31T16:56:06.238Z,170404176623800
"""Poi @ oZrEs0aO5K"" calls 20",2023-12-31T16:56:05.020Z,170404176502000
"""潘大帅 @ mCcr85adzw"" bets 20",2023-12-31T16:56:02.634Z,170404176263400
"""遗物无疑 @ KBIwhPQuUg"" checks",2023-12-31T16:55:43.582Z,170404174358200
"""William Wu @ 2EZXiXlT-t"" checks",2023-12-31T16:55:40.670Z,170404174067000
"""HC @ 7ZMNVSIQV4"" checks",2023-12-31T16:55:33.103Z,170404173310300
"""Stu @ 6jT0I2QxmT"" checks",2023-12-31T16:55:30.127Z,170404173012700
"""Poi @ oZrEs0aO5K"" checks",2023-12-31T16:55:29.076Z,170404172907600
"Flop:  [J♦, 7♣, J♣]",2023-12-31T16:55:22.920Z,170404172292000
"""Stu @ 6jT0I2QxmT"" checks",2023-12-31T16:55:22.100Z,170404172210000
"""Poi @ oZrEs0aO5K"" calls 20",2023-12-31T16:55:17.018Z,170404171701800
"""潘大帅 @ mCcr85adzw"" calls 20",2023-12-31T16:55:15.936Z,170404171593600
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T16:55:12.118Z,170404171211800
"The admin approved the player ""Mika小姐的🐱3 @ noyRc_Pbad"" participation with a stack of 1000.",2023-12-31T16:55:00.701Z,170404170070100
"The player ""Mika小姐的🐱3 @ noyRc_Pbad"" requested a seat.",2023-12-31T16:54:57.376Z,170404169737600
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T16:54:57.348Z,170404169734800
"The admin approved the player ""AnonyPan @ EyF8Dy3tOI"" participation with a stack of 1000.",2023-12-31T16:54:57.275Z,170404169727500
"""William Wu @ 2EZXiXlT-t"" calls 20",2023-12-31T16:54:55.277Z,170404169527700
"The player ""AnonyPan @ EyF8Dy3tOI"" requested a seat.",2023-12-31T16:54:53.836Z,170404169383600
"""HC @ 7ZMNVSIQV4"" calls 20",2023-12-31T16:54:51.105Z,170404169110500
"""Stu @ 6jT0I2QxmT"" posts a big blind of 20",2023-12-31T16:54:46.476Z,170404168647612
"""Poi @ oZrEs0aO5K"" posts a small blind of 10",2023-12-31T16:54:46.476Z,170404168647611
"Your hand is K♣, 8♦",2023-12-31T16:54:46.476Z,170404168647609
"Player stacks: #1 ""Poi @ oZrEs0aO5K"" (1016) | #2 ""Stu @ 6jT0I2QxmT"" (1000) | #3 ""HC @ 7ZMNVSIQV4"" (1378) | #4 ""William Wu @ 2EZXiXlT-t"" (3304) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1008) | #9 ""AnonyZZZ @ BU96Oldlbq"" (1046) | #10 ""潘大帅 @ mCcr85adzw"" (4248)",2023-12-31T16:54:46.476Z,170404168647603
"-- starting hand #16 (id: lpojax7stwch)  (No Limit Texas Hold'em) (dealer: ""潘大帅 @ mCcr85adzw"") --",2023-12-31T16:54:46.476Z,170404168647602
"The player ""AnonyPan @ EyF8Dy3tOI"" quits the game with a stack of 0.",2023-12-31T16:54:46.476Z,170404168647601
"The player ""Mika小姐的🐱2 @ noyRc_Pbad"" quits the game with a stack of 0.",2023-12-31T16:54:46.476Z,170404168647600
"-- ending hand #15 --",2023-12-31T16:54:40.466Z,170404168046606
"""Mika小姐的🐱2 @ noyRc_Pbad"" shows a 9♣, 4♣.",2023-12-31T16:54:40.466Z,170404168046605
"""AnonyPan @ EyF8Dy3tOI"" shows a 7♣, 7♠.",2023-12-31T16:54:40.466Z,170404168046604
"""William Wu @ 2EZXiXlT-t"" collected 2320 from pot with Two Pair, A's & Q's (combination: A♣, A♠, Q♦, Q♣, 9♠)",2023-12-31T16:54:40.466Z,170404168046603
"""William Wu @ 2EZXiXlT-t"" collected 640 from pot with Two Pair, A's & Q's (combination: A♣, A♠, Q♦, Q♣, 9♠)",2023-12-31T16:54:40.466Z,170404168046602
"""William Wu @ 2EZXiXlT-t"" shows a Q♦, A♣.",2023-12-31T16:54:40.466Z,170404168046601
"Uncalled bet of 344 returned to ""William Wu @ 2EZXiXlT-t""",2023-12-31T16:54:40.466Z,170404168046600
"""潘大帅 @ mCcr85adzw"" folds",2023-12-31T16:54:39.659Z,170404167965900
"""Mika小姐的🐱2 @ noyRc_Pbad"" calls 680 and go all in",2023-12-31T16:54:36.087Z,170404167608700
"""William Wu @ 2EZXiXlT-t"" bets 1024 and go all in",2023-12-31T16:54:26.618Z,170404166661800
"""潘大帅 @ mCcr85adzw"" checks",2023-12-31T16:54:21.852Z,170404166185200
"River: A♠, 4♠, 9♠, 5♣ [Q♣]",2023-12-31T16:54:17.916Z,170404165791600
"""潘大帅 @ mCcr85adzw"" calls 20",2023-12-31T16:54:17.085Z,170404165708500
"""Mika小姐的🐱2 @ noyRc_Pbad"" calls 20",2023-12-31T16:54:15.584Z,170404165558400
"""William Wu @ 2EZXiXlT-t"" bets 20",2023-12-31T16:54:09.665Z,170404164966500
"""潘大帅 @ mCcr85adzw"" checks",2023-12-31T16:54:07.442Z,170404164744200
"Turn: A♠, 4♠, 9♠ [5♣]",2023-12-31T16:53:53.546Z,170404163354600
"""Mika小姐的🐱2 @ noyRc_Pbad"" calls 300",2023-12-31T16:53:52.727Z,170404163272700
"""William Wu @ 2EZXiXlT-t"" calls 300",2023-12-31T16:53:51.633Z,170404163163300
"""Poi @ oZrEs0aO5K"" folds",2023-12-31T16:53:44.966Z,170404162496600
"""潘大帅 @ mCcr85adzw"" bets 300",2023-12-31T16:53:37.612Z,170404161761200
"Flop:  [A♠, 4♠, 9♠]",2023-12-31T16:53:24.758Z,170404160475800
"""William Wu @ 2EZXiXlT-t"" calls 124",2023-12-31T16:53:23.883Z,170404160388300
"""HC @ 7ZMNVSIQV4"" folds",2023-12-31T16:53:20.476Z,170404160047600
"""Poi @ oZrEs0aO5K"" calls 124",2023-12-31T16:53:18.768Z,170404159876800
"""潘大帅 @ mCcr85adzw"" calls 124",2023-12-31T16:53:17.662Z,170404159766200
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T16:53:15.613Z,170404159561300
"""Mika小姐的🐱2 @ noyRc_Pbad"" calls 124",2023-12-31T16:53:13.464Z,170404159346400
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T16:53:07.264Z,170404158726400
"""AnonyPan @ EyF8Dy3tOI"" raises to 124 and go all in",2023-12-31T16:52:59.969Z,170404157996900
"""William Wu @ 2EZXiXlT-t"" raises to 100",2023-12-31T16:52:53.892Z,170404157389200
"""HC @ 7ZMNVSIQV4"" calls 20",2023-12-31T16:52:45.664Z,170404156566400
"""Stu @ 6jT0I2QxmT"" folds",2023-12-31T16:52:44.579Z,170404156457900
"""Poi @ oZrEs0aO5K"" posts a big blind of 20",2023-12-31T16:52:14.546Z,170404153454613
"""潘大帅 @ mCcr85adzw"" posts a small blind of 10",2023-12-31T16:52:14.546Z,170404153454612
"Your hand is 8♣, 6♦",2023-12-31T16:52:14.546Z,170404153454610
"Player stacks: #1 ""Poi @ oZrEs0aO5K"" (1140) | #2 ""Stu @ 6jT0I2QxmT"" (1000) | #3 ""HC @ 7ZMNVSIQV4"" (1398) | #4 ""William Wu @ 2EZXiXlT-t"" (1468) | #5 ""AnonyPan @ EyF8Dy3tOI"" (124) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1008) | #8 ""Mika小姐的🐱2 @ noyRc_Pbad"" (1124) | #9 ""AnonyZZZ @ BU96Oldlbq"" (1046) | #10 ""潘大帅 @ mCcr85adzw"" (4692)",2023-12-31T16:52:14.546Z,170404153454602
"-- starting hand #15 (id: wieykjmybvsn)  (No Limit Texas Hold'em) (dealer: ""AnonyZZZ @ BU96Oldlbq"") --",2023-12-31T16:52:14.546Z,170404153454601
"The player ""Stu @ 6jT0I2QxmT"" joined the game with a stack of 1000.",2023-12-31T16:52:14.546Z,170404153454600
"""Mika小姐的🐱2 @ noyRc_Pbad"" shows a 6♥, 4♦.",2023-12-31T16:52:12.363Z,170404153236300
"""AnonyPan @ EyF8Dy3tOI"" shows a K♦, Q♥.",2023-12-31T16:52:09.984Z,170404152998400
"""遗物无疑 @ KBIwhPQuUg"" shows a 9♠, A♠.",2023-12-31T16:52:09.744Z,170404152974400
"-- ending hand #14 --",2023-12-31T16:52:07.009Z,170404152700904
"""HC @ 7ZMNVSIQV4"" collected 600 from pot with A High (combination: A♥, J♣, 10♣, 9♥, 7♦)",2023-12-31T16:52:07.009Z,170404152700903
"""HC @ 7ZMNVSIQV4"" shows a 10♣, A♥.",2023-12-31T16:52:07.009Z,170404152700902
"""AnonyZZZ @ BU96Oldlbq"" collected 1046 from pot with Three of a Kind, J's (combination: J♥, J♠, J♣, 9♥, 7♦)",2023-12-31T16:52:07.009Z,170404152700901
"""AnonyZZZ @ BU96Oldlbq"" shows a J♥, J♠.",2023-12-31T16:52:07.009Z,170404152700900
"""William Wu @ 2EZXiXlT-t"" checks",2023-12-31T16:52:06.188Z,170404152618800
"""HC @ 7ZMNVSIQV4"" checks",2023-12-31T16:52:05.080Z,170404152508000
"River: J♣, 7♦, 9♥, 6♠ [5♣]",2023-12-31T16:51:59.191Z,170404151919100
"""HC @ 7ZMNVSIQV4"" calls 302",2023-12-31T16:51:58.375Z,170404151837500
"""William Wu @ 2EZXiXlT-t"" raises to 302",2023-12-31T16:51:56.674Z,170404151667400
"""HC @ 7ZMNVSIQV4"" calls 2",2023-12-31T16:51:45.155Z,170404150515500
"""AnonyZZZ @ BU96Oldlbq"" bets 2 and go all in",2023-12-31T16:51:43.265Z,170404150326500
"Turn: J♣, 7♦, 9♥ [6♠]",2023-12-31T16:51:36.664Z,170404149666400
"""HC @ 7ZMNVSIQV4"" calls 200",2023-12-31T16:51:35.764Z,170404149576400
"""AnonyZZZ @ BU96Oldlbq"" calls 200",2023-12-31T16:51:33.102Z,170404149310200
"""Mika小姐的🐱2 @ noyRc_Pbad"" folds",2023-12-31T16:51:31.712Z,170404149171200
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T16:51:30.659Z,170404149065900
"""William Wu @ 2EZXiXlT-t"" raises to 200",2023-12-31T16:51:27.823Z,170404148782300
"""HC @ 7ZMNVSIQV4"" calls 80",2023-12-31T16:51:22.139Z,170404148213900
"""Poi @ oZrEs0aO5K"" folds",2023-12-31T16:51:19.350Z,170404147935000
"""潘大帅 @ mCcr85adzw"" folds",2023-12-31T16:51:18.222Z,170404147822200
"""AnonyZZZ @ BU96Oldlbq"" bets 80",2023-12-31T16:51:01.810Z,170404146181000
"Flop:  [J♣, 7♦, 9♥]",2023-12-31T16:50:52.047Z,170404145204700
"""Mika小姐的🐱2 @ noyRc_Pbad"" calls 60",2023-12-31T16:50:51.236Z,170404145123600
"""遗物无疑 @ KBIwhPQuUg"" calls 60",2023-12-31T16:50:50.107Z,170404145010700
"""AnonyPan @ EyF8Dy3tOI"" folds",2023-12-31T16:50:47.750Z,170404144775000
"""William Wu @ 2EZXiXlT-t"" calls 60",2023-12-31T16:50:46.631Z,170404144663100
"""HC @ 7ZMNVSIQV4"" calls 60",2023-12-31T16:50:42.489Z,170404144248900
"The admin approved the player ""Stu @ 6jT0I2QxmT"" participation with a stack of 1000.",2023-12-31T16:50:39.082Z,170404143908200
"""Poi @ oZrEs0aO5K"" calls 60",2023-12-31T16:50:38.241Z,170404143824100
"""潘大帅 @ mCcr85adzw"" calls 60",2023-12-31T16:50:35.291Z,170404143529100
"""AnonyZZZ @ BU96Oldlbq"" raises to 60",2023-12-31T16:50:31.963Z,170404143196300
"""Mika小姐的🐱2 @ noyRc_Pbad"" calls 20",2023-12-31T16:50:18.982Z,170404141898200
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T16:50:17.826Z,170404141782600
"""AnonyPan @ EyF8Dy3tOI"" calls 20",2023-12-31T16:50:16.698Z,170404141669800
"""William Wu @ 2EZXiXlT-t"" calls 20",2023-12-31T16:50:11.317Z,170404141131700
"""HC @ 7ZMNVSIQV4"" calls 20",2023-12-31T16:50:08.729Z,170404140872900
"The player ""Stu @ 6jT0I2QxmT"" requested a seat.",2023-12-31T16:50:05.090Z,170404140509000
"""Poi @ oZrEs0aO5K"" calls 20",2023-12-31T16:50:04.325Z,170404140432500
"""潘大帅 @ mCcr85adzw"" posts a big blind of 20",2023-12-31T16:49:59.590Z,170404139959012
"""AnonyZZZ @ BU96Oldlbq"" posts a small blind of 10",2023-12-31T16:49:59.590Z,170404139959011
"Your hand is J♥, J♠",2023-12-31T16:49:59.590Z,170404139959009
"Player stacks: #1 ""Poi @ oZrEs0aO5K"" (1200) | #3 ""HC @ 7ZMNVSIQV4"" (1360) | #4 ""William Wu @ 2EZXiXlT-t"" (2030) | #5 ""AnonyPan @ EyF8Dy3tOI"" (144) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1068) | #8 ""Mika小姐的🐱2 @ noyRc_Pbad"" (1184) | #9 ""AnonyZZZ @ BU96Oldlbq"" (262) | #10 ""潘大帅 @ mCcr85adzw"" (4752)",2023-12-31T16:49:59.590Z,170404139959002
"-- starting hand #14 (id: 976edm51hzut)  (No Limit Texas Hold'em) (dealer: ""Mika小姐的🐱2 @ noyRc_Pbad"") --",2023-12-31T16:49:59.590Z,170404139959001
"The player ""Stu @ 6jT0I2QxmT"" quits the game with a stack of 0.",2023-12-31T16:49:59.590Z,170404139959000
"""AnonyZZZ @ BU96Oldlbq"" shows a 5♦, 2♣.",2023-12-31T16:49:57.776Z,170404139777600
"""AnonyPan @ EyF8Dy3tOI"" shows a K♦, K♥.",2023-12-31T16:49:55.445Z,170404139544500
"""遗物无疑 @ KBIwhPQuUg"" shows a J♦, 5♣.",2023-12-31T16:49:54.751Z,170404139475100
"-- ending hand #13 --",2023-12-31T16:49:52.058Z,170404139205805
"""Stu @ 6jT0I2QxmT"" shows a Q♦, 3♣.",2023-12-31T16:49:52.058Z,170404139205804
"""潘大帅 @ mCcr85adzw"" collected 1122 from pot with Two Pair, 10's & 8's (combination: 10♠, 10♣, 8♦, 8♠, A♠)",2023-12-31T16:49:52.058Z,170404139205803
"""潘大帅 @ mCcr85adzw"" collected 1658 from pot with Two Pair, 10's & 8's (combination: 10♠, 10♣, 8♦, 8♠, A♠)",2023-12-31T16:49:52.058Z,170404139205802
"""潘大帅 @ mCcr85adzw"" shows a K♣, A♠.",2023-12-31T16:49:52.058Z,170404139205801
"Uncalled bet of 144 returned to ""潘大帅 @ mCcr85adzw""",2023-12-31T16:49:52.058Z,170404139205800
"""AnonyPan @ EyF8Dy3tOI"" folds",2023-12-31T16:49:51.232Z,170404139123200
"""潘大帅 @ mCcr85adzw"" bets 144",2023-12-31T16:49:41.675Z,170404138167500
"River: 10♠, 8♦, 9♥, 10♣ [8♠]",2023-12-31T16:49:15.987Z,170404135598700
"""AnonyPan @ EyF8Dy3tOI"" calls 498",2023-12-31T16:49:15.174Z,170404135517400
"""潘大帅 @ mCcr85adzw"" bets 498",2023-12-31T16:48:58.312Z,170404133831200
"Turn: 10♠, 8♦, 9♥ [10♣]",2023-12-31T16:48:49.876Z,170404132987600
"""AnonyPan @ EyF8Dy3tOI"" calls 499",2023-12-31T16:48:49.064Z,170404132906400
"""Stu @ 6jT0I2QxmT"" calls 436 and go all in",2023-12-31T16:48:40.752Z,170404132075200
"""潘大帅 @ mCcr85adzw"" bets 499",2023-12-31T16:48:33.326Z,170404131332600
